Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Anal Swab;Polishing;DS0200;S1;0.00275;0.000175;0.02855546;0.067961165;-1.167739185;3.06E-08;0.000815414
Classification (Gloves);Polishing;DS0200;S1;0.028875;0.003775;0.060848271;0.150398406;-0.822756766;1.43E-05;0.003702512
Classification (Railing);Polishing;DS0200;S1;0.164625;0.057775;0.130638995;0.259779676;-0.585394829;0.003337951;0.017066547
Cooling chamber (Wall_A);Polishing;DS0200;S1;0.00075;0.000575;0.632023215;3.285714286;0.516629796;3.31E-07;0.399453344
Evisceration (Aprons);Polishing;DS0200;S1;0.0105;0.0047;0.257761306;0.810344828;-0.091330136;0.00002209;0.066440891
Evisceration (Gloves);Polishing;DS0200;S1;0.009625;0.00075;0.035232376;0.084507042;-1.073107098;5.63E-07;0.00124132
Evisceration (Knifes);Polishing;DS0200;S1;0.003125;0.000325;0.04769199;0.116071429;-0.93527467;1.06E-07;0.002274526
Lock (Hands_A);Polishing;DS0200;S1;0.002625;0.00155;0.387720843;1.441860465;0.158923234;2.40E-06;0.150327452
Lock (Shoes_A);Polishing;DS0200;S1;0.005625;0.00155;0.139994914;0.380368098;-0.419795915;2.40E-06;0.019598576
Polishing tunnel (Nozzles);Polishing;DS0200;S1;0.0235;0.0058;0.095799758;0.197952218;-0.703439627;0.00003364;0.009177594
Polishing tunnel (Water);Polishing;DS0200;S1;0.11325;0.086925;0.247371626;0.434245036;-0.362265138;0.007555956;0.061192722
Polishing tunnel (Whips);Polishing;DS0200;S1;0.099;0.0619;0.21092085;0.384711001;-0.414865395;0.00383161;0.044487605
Splitting saw;Polishing;DS0200;S1;0.018875;0.011125;0.386585258;1.435483871;0.156998317;0.000123766;0.149448162
Sticking;Polishing;DS0200;S1;0.006125;0.0002;0.013954437;0.031620553;-1.500030534;4.00E-08;0.000194726
Truck (Gloves);Polishing;DS0200;S1;0.0975;0.0173;0.070937272;0.150696864;-0.821895785;0.00029929;0.005032097
Truck (Wall);Polishing;DS0200;S1;0.002625;0.001875;0.544068044;2.5;0.397940009;3.52E-06;0.296010037
Unknown;Polishing;DS0200;S1;0.410625;0.2035;0.297212865;0.982498491;-0.007668108;0.04141225;0.088335487
Anal Swab;Evisceration;DS0200;S1;0.0005;0.001225;0.537819095;0.710144928;-0.148653011;1.50E-06;0.289249379
Classification (Gloves);Evisceration;DS0200;S1;0.041625;0.01105;0.133987781;0.361406378;-0.442004188;0.000122103;0.017952725
Classification (Railing);Evisceration;DS0200;S1;0.15575;0.074225;0.169252572;0.322752473;-0.491130421;0.005509351;0.028646433
Cooling chamber (Wall_A);Evisceration;DS0200;S1;0.000875;0.000425;0.288795539;0.944444444;-0.024823584;1.81E-07;0.083402863
Evisceration (Aprons);Evisceration;DS0200;S1;0.0115;0.003725;0.169997443;0.479099678;-0.319574121;1.39E-05;0.028899131
Evisceration (Gloves);Evisceration;DS0200;S1;0.01;0.001125;0.051831638;0.126760563;-0.897015839;1.27E-06;0.002686519
Evisceration (Knifes);Evisceration;DS0200;S1;0.00325;0.000825;0.098244252;0.202453988;-0.693673665;6.81E-07;0.009651933
Lock (Hands_A);Evisceration;DS0200;S1;0.003;0.00105;0.187086643;0.538461538;-0.268845312;1.10E-06;0.035001412
Lock (Shoes_A);Evisceration;DS0200;S1;0.006375;0.002175;0.181230899;0.517857143;-0.285790029;4.73E-06;0.032844639
Polishing tunnel (Nozzles);Evisceration;DS0200;S1;0.024;0.00355;0.069517929;0.173594132;-0.760464959;1.26E-05;0.004832743
Polishing tunnel (Water);Evisceration;DS0200;S1;0.084375;0.024675;0.111411884;0.226272352;-0.645368509;0.000608856;0.012412608
Polishing tunnel (Whips);Evisceration;DS0200;S1;0.078375;0.0857;0.320864859;0.522322109;-0.282061591;0.00734449;0.102954258
Splitting saw;Evisceration;DS0200;S1;0.03475;0.0265;0.62450086;3.212121212;0.506791925;0.00070225;0.390001325
Sticking;Evisceration;DS0200;S1;0.00275;0.001325;0.170794919;0.325153374;-0.487911735;1.76E-06;0.029170904
Truck (Gloves);Evisceration;DS0200;S1;0.092625;0.075625;0.259226852;0.449479941;-0.347289685;0.005719141;0.067198561
Truck (Wall);Evisceration;DS0200;S1;0.002875;0.000875;0.157607853;0.4375;-0.359021943;7.66E-07;0.024840235
Unknown;Evisceration;DS0200;S1;0.447375;0.213125;0.280992112;0.90981857;-0.041045203;0.045422266;0.078956567
Anal Swab;Classification;DS0200;S1;0;0.0009;NA;1;0;0.00000081;NA
Classification (Gloves);Classification;DS0200;S1;0.039625;0.00015;0.001647137;0.003799873;-2.42023088;2.25E-08;2.71E-06
Classification (Railing);Classification;DS0200;S1;0.130125;0.101;0.249486182;0.436992969;-0.35952555;0.010201;0.062243355
Cooling chamber (Wall_A);Classification;DS0200;S1;0.001125;0.000675;0.397940009;1.5;0.176091259;4.56E-07;0.158356251
Evisceration (Aprons);Classification;DS0200;S1;0.011375;0.0061;0.333728941;1.156398104;0.063107371;0.00003721;0.111375006
Evisceration (Gloves);Classification;DS0200;S1;0.01875;0.000275;0.006323393;0.014454665;-1.839991972;7.56E-08;4.00E-05
Evisceration (Knifes);Classification;DS0200;S1;0.007375;0.004275;0.376400331;1.379032258;0.139574425;1.83E-05;0.141677209
Lock (Hands_A);Classification;DS0200;S1;0.005125;0.003325;0.454421365;1.847222222;0.266519145;1.11E-05;0.206498777
Lock (Shoes_A);Classification;DS0200;S1;0.003875;0.001675;0.156021276;0.301801802;-0.520278172;2.81E-06;0.024342639
Polishing tunnel (Nozzles);Classification;DS0200;S1;0.029625;0.0017;0.024232721;0.054269753;-1.265442158;0.00000289;0.000587225
Polishing tunnel (Water);Classification;DS0200;S1;0.085;0.041475;0.172585762;0.327930421;-0.484218293;0.001720176;0.029785845
Polishing tunnel (Whips);Classification;DS0200;S1;0.08;0.0463;0.198313364;0.36658749;-0.43582236;0.00214369;0.03932819
Splitting saw;Classification;DS0200;S1;0.01425;0.007175;0.30408842;1.014134276;0.006095461;5.15E-05;0.092469767
Sticking;Classification;DS0200;S1;0.0065;0.000775;0.055137866;0.135371179;-0.868473789;6.01E-07;0.003040184
Truck (Gloves);Classification;DS0200;S1;0.1255;0.060475;0.170810842;0.325178115;-0.48787869;0.003657226;0.029176344
Truck (Wall);Classification;DS0200;S1;0.002375;0.001975;0.262825643;0.454022989;-0.342922157;3.90E-06;0.069077319
Unknown;Classification;DS0200;S1;0.439375;0.2333;0.328810034;1.132112095;0.05388943;0.05442889;0.108116038
Anal Swab;Truck;DS0200;S1;0.001375;0.000425;0.160579093;0.447368421;-0.349334675;1.81E-07;0.025785645
Classification (Gloves);Truck;DS0200;S1;0.0325;0.000975;0.013228266;0.030927835;-1.50965048;9.51E-07;0.000174987
Classification (Railing);Truck;DS0200;S1;0.1005;0.098075;0.295758509;0.493893995;-0.306366254;0.009618706;0.087473096
Cooling chamber (Wall_A);Truck;DS0200;S1;0.004;0.0027;0.488116639;2.076923077;0.317420412;0.00000729;0.238257853
Evisceration (Aprons);Truck;DS0200;S1;0.022375;0.0049;0.10734586;0.280400572;-0.552221104;0.00002401;0.011523134
Evisceration (Gloves);Truck;DS0200;S1;0.009875;0.002675;0.137204608;0.371527778;-0.43000871;7.16E-06;0.018825104
Evisceration (Knifes);Truck;DS0200;S1;0.007;0.0028;0.22184875;0.666666667;-0.176091259;0.00000784;0.049216868
Lock (Hands_A);Truck;DS0200;S1;0.00925;0.003625;0.216019206;0.644444444;-0.190814516;1.31E-05;0.046664297
Lock (Shoes_A);Truck;DS0200;S1;0.008625;0.003025;0.187571077;0.540178571;-0.267462648;9.15E-06;0.035182909
Polishing tunnel (Nozzles);Truck;DS0200;S1;0.01875;0.003825;0.099086932;0.256281407;-0.5912829;1.46E-05;0.00981822
Polishing tunnel (Water);Truck;DS0200;S1;0.07;0.04465;0.214276019;0.38944614;-0.409552596;0.001993623;0.045914212
Polishing tunnel (Whips);Truck;DS0200;S1;0.0455;0.019275;0.153396025;0.297568506;-0.526413035;0.000371526;0.02353034
Splitting saw;Truck;DS0200;S1;0.022375;0.01235;0.348678663;1.2319202;0.090582576;0.000152523;0.12157681
Sticking;Truck;DS0200;S1;0.006;0.001;0.06694679;0.142857143;-0.84509804;0.000001;0.004481873
Truck (Gloves);Truck;DS0200;S1;0.091375;0.055025;0.204713687;0.375853825;-0.424981025;0.003027751;0.041907694
Truck (Wall);Truck;DS0200;S1;0.006125;0.001325;0.105864856;0.276041667;-0.559025359;1.76E-06;0.011207368
Unknown;Truck;DS0200;S1;0.544375;0.1794;0.173635055;0.491540516;-0.308440679;0.03218436;0.030149132
Anal Swab;Singeing;DS0200;S2;0.00425;0.0021;0.29595047;0.976744186;-0.010219165;0.00000441;0.087586681
Classification (Gloves);Singeing;DS0200;S2;0.02275;0.004425;0.077188152;0.162833487;-0.788256278;1.96E-05;0.005958011
Classification (Railing);Singeing;DS0200;S2;0.048;0.03555;0.240705217;0.425493716;-0.371106849;0.001263803;0.057939001
Cooling chamber (Wall_A);Singeing;DS0200;S2;0.001375;0.001225;0.962211439;8.166666667;0.91204483;1.50E-06;0.925850854
Evisceration (Aprons);Singeing;DS0200;S2;0.0115;0.00065;0.025268102;0.059907834;-1.222516382;4.23E-07;0.000638477
Evisceration (Gloves);Singeing;DS0200;S2;0.014375;0.0045;0.163070749;0.455696203;-0.341324591;0.00002025;0.026592069
Evisceration (Knifes);Singeing;DS0200;S2;0.007625;0.002575;0.17894847;0.50990099;-0.292514145;6.63E-06;0.032022555
Lock (Hands_A);Singeing;DS0200;S2;0.011;0.007825;0.539648956;2.464566929;0.391740617;6.12E-05;0.291220995
Lock (Shoes_A);Singeing;DS0200;S2;0.00475;0.00265;0.19253811;0.358108108;-0.445985846;7.02E-06;0.037070924
Polishing tunnel (Nozzles);Singeing;DS0200;S2;0.0165;0.009325;0.361662039;1.299651568;0.113826935;8.70E-05;0.13079943
Polishing tunnel (Water);Singeing;DS0200;S2;0.19225;0.20555;0.31579843;0.516716943;-0.286747298;0.042250803;0.099728649
Polishing tunnel (Whips);Singeing;DS0200;S2;0.030125;0.01005;0.176271502;0.500622665;-0.300489492;0.000101003;0.031071642
Splitting saw;Singeing;DS0200;S2;0.013875;0.0069;0.29868878;0.989247312;-0.004695121;0.00004761;0.089214987
Sticking;Singeing;DS0200;S2;0.008875;0.0006;0.030400359;0.072507553;-1.139616752;0.00000036;0.000924182
Truck (Gloves);Singeing;DS0200;S2;0.061;0.004775;0.035400371;0.084926634;-1.070956088;2.28E-05;0.001253186
Truck (Wall);Singeing;DS0200;S2;0.00725;0.00315;0.24755415;0.768292683;-0.114473303;9.92E-06;0.061283057
Unknown;Singeing;DS0200;S2;0.5445;0.1945;0.19192984;0.555714286;-0.255148439;0.03783025;0.036837063
Anal Swab;Polishing;DS0200;S2;0.000625;0.00195;0.614897216;0.757281553;-0.120742622;3.80E-06;0.378098586
Classification (Gloves);Polishing;DS0200;S2;0.038375;0.013275;0.184374667;0.528884462;-0.276639192;0.000176226;0.033994018
Classification (Railing);Polishing;DS0200;S2;0.096625;0.125775;0.362045276;0.565535072;-0.247540457;0.015819351;0.131076782
Cooling chamber (Wall_A);Polishing;DS0200;S2;0.000625;0.00045;0.552841969;2.571428571;0.410174465;2.03E-07;0.305634242
Evisceration (Aprons);Polishing;DS0200;S2;0.011875;0.006075;0.311205625;1.047413793;0.020118289;3.69E-05;0.096848941
Evisceration (Gloves);Polishing;DS0200;S2;0.01275;0.003875;0.157341823;0.436619718;-0.359896655;1.50E-05;0.024756449
Evisceration (Knifes);Polishing;DS0200;S2;0.00575;0.00295;0.312509813;1.053571429;0.022663985;8.70E-06;0.097662383
Lock (Hands_A);Polishing;DS0200;S2;0.003625;0.00255;0.527899547;2.372093023;0.375131716;6.50E-06;0.278677931
Lock (Shoes_A);Polishing;DS0200;S2;0.00525;0.001175;0.11003169;0.288343558;-0.540089746;1.38E-06;0.012106973
Polishing tunnel (Nozzles);Polishing;DS0200;S2;0.030875;0.001575;0.022739346;0.053754266;-1.269587062;2.48E-06;0.000517078
Polishing tunnel (Water);Polishing;DS0200;S2;0.133625;0.06655;0.175522119;0.332459098;-0.478261777;0.004428903;0.030808014
Polishing tunnel (Whips);Polishing;DS0200;S2;0.10825;0.05265;0.172128139;0.327221877;-0.485157669;0.002772023;0.029628096
Splitting saw;Polishing;DS0200;S2;0.027375;0.019625;0.548052425;2.532258065;0.403507963;0.000385141;0.300361461
Sticking;Polishing;DS0200;S2;0.0035;0.002825;0.256992485;0.446640316;-0.350042078;7.98E-06;0.066045138
Truck (Gloves);Polishing;DS0200;S2;0.120125;0.005325;0.019691513;0.046385017;-1.333622276;2.84E-05;0.000387756
Truck (Wall);Polishing;DS0200;S2;0.004;0.00325;0.726998728;4.333333333;0.636822098;1.06E-05;0.52852715
Unknown;Polishing;DS0200;S2;0.39675;0.189625;0.282284414;0.915509958;-0.038336928;0.035957641;0.07968449
Anal Swab;Evisceration;DS0200;S2;0.000875;0.00085;0.294781046;0.492753623;-0.307370174;7.23E-07;0.086895865
Classification (Gloves);Evisceration;DS0200;S2;0.033625;0.00305;0.041295827;0.099754702;-1.001066626;9.30E-06;0.001705345
Classification (Railing);Evisceration;DS0200;S2;0.121625;0.10835;0.276657774;0.471138167;-0.326851712;0.011739723;0.076539524
Cooling chamber (Wall_A);Evisceration;DS0200;S2;0.000875;0.000425;0.288795539;0.944444444;-0.024823584;1.81E-07;0.083402863
Evisceration (Aprons);Evisceration;DS0200;S2;0.0145;0.006725;0.270667605;0.864951768;-0.063008109;4.52E-05;0.073260952
Evisceration (Gloves);Evisceration;DS0200;S2;0.014625;0.00575;0.216927513;0.647887324;-0.188500517;3.31E-05;0.047057546
Evisceration (Knifes);Evisceration;DS0200;S2;0.011125;0.00705;0.436172407;1.73006135;0.238061504;4.97E-05;0.190246368
Lock (Hands_A);Evisceration;DS0200;S2;0.005375;0.003425;0.440343857;1.756410256;0.244625964;1.17E-05;0.193902713
Lock (Shoes_A);Evisceration;DS0200;S2;0.00425;5.00E-05;0.00513964;0.011904762;-1.924279286;2.50E-09;2.64E-05
Polishing tunnel (Nozzles);Evisceration;DS0200;S2;0.020625;0.000175;0.003700645;0.008557457;-2.067655264;3.06E-08;1.37E-05
Polishing tunnel (Water);Evisceration;DS0200;S2;0.074375;0.034675;0.166198691;0.317973407;-0.4976092;0.001202356;0.027622005
Polishing tunnel (Whips);Evisceration;DS0200;S2;0.094625;0.06945;0.23903652;0.423282036;-0.373370163;0.004823303;0.057138458
Splitting saw;Evisceration;DS0200;S2;0.020125;0.011875;0.38728194;1.439393939;0.15817967;0.000141016;0.149987301
Sticking;Evisceration;DS0200;S2;0.004375;0.0003;0.030850444;0.073619632;-1.133006358;9.00E-08;0.00095175
Truck (Gloves);Evisceration;DS0200;S2;0.15425;0.014;0.0377299;0.08320951;-1.079827037;0.000196;0.001423545
Truck (Wall);Evisceration;DS0200;S2;0.002625;0.000625;0.118099312;0.3125;-0.505149978;3.91E-07;0.013947448
Unknown;Evisceration;DS0200;S2;0.422125;0.187875;0.255761474;0.802027748;-0.095810606;0.035297016;0.065413932
Anal Swab;Classification;DS0200;S2;0.00025;0.00065;0.556302501;0.722222222;-0.141329153;4.23E-07;0.309472472
Classification (Gloves);Classification;DS0200;S2;0.043;0.003525;0.037146317;0.089297023;-1.049163017;1.24E-05;0.001379849
Classification (Railing);Classification;DS0200;S2;0.0955;0.135625;0.383843553;0.586803678;-0.231507173;0.018394141;0.147335873
Cooling chamber (Wall_A);Classification;DS0200;S2;0.001625;0.001175;0.557640852;2.611111111;0.416825353;1.38E-06;0.310963319
Evisceration (Aprons);Classification;DS0200;S2;0.013375;0.0081;0.404071327;1.535545024;0.186262555;0.00006561;0.163273637
Evisceration (Gloves);Classification;DS0200;S2;0.0215;0.002475;0.053113794;0.130091984;-0.885749462;6.13E-06;0.002821075
Evisceration (Knifes);Classification;DS0200;S2;0.005625;0.002525;0.258760833;0.814516129;-0.089100311;6.38E-06;0.066957169
Lock (Hands_A);Classification;DS0200;S2;0.003625;0.001825;0.304035506;1.013888889;0.005990364;3.33E-06;0.092437589
Lock (Shoes_A);Classification;DS0200;S2;0.0045;0.00105;0.091080469;0.189189189;-0.723103684;1.10E-06;0.008295652
Polishing tunnel (Nozzles);Classification;DS0200;S2;0.032125;0.0008;0.010952057;0.025538707;-1.592801093;6.40E-07;0.000119948
Polishing tunnel (Water);Classification;DS0200;S2;0.091;0.035475;0.142963296;0.280490215;-0.552082284;0.001258476;0.020438504
Polishing tunnel (Whips);Classification;DS0200;S2;0.086;0.0403;0.166904899;0.319081552;-0.496098304;0.00162409;0.027857245
Splitting saw;Classification;DS0200;S2;0.028375;0.0213;0.603209426;3.010600707;0.478653159;0.00045369;0.363861612
Sticking;Classification;DS0200;S2;0.006375;0.00065;0.046704698;0.113537118;-0.944862134;4.23E-07;0.002181329
Truck (Gloves);Classification;DS0200;S2;0.179625;0.00635;0.015087786;0.034144374;-1.466680842;4.03E-05;0.000227641
Truck (Wall);Classification;DS0200;S2;0.003125;0.001225;0.143639235;0.281609195;-0.550353168;1.50E-06;0.02063223
Unknown;Classification;DS0200;S2;0.384375;0.1783;0.270729825;0.865218974;-0.062873965;0.03179089;0.073294638
Anal Swab;Truck;DS0200;S2;0.000875;0.000075;0.035715552;0.078947368;-1.102662342;5.63E-09;0.001275601
Classification (Gloves);Truck;DS0200;S2;0.04125;0.009725;0.116768858;0.308485329;-0.510765485;9.46E-05;0.013634966
Classification (Railing);Truck;DS0200;S2;0.08725;0.111325;0.357159136;0.560619413;-0.251331867;0.012393256;0.127562648
Cooling chamber (Wall_A);Truck;DS0200;S2;0.00375;0.00245;0.460087915;1.884615385;0.275222732;6.00E-06;0.21168089
Evisceration (Aprons);Truck;DS0200;S2;0.015875;0.0016;0.04170345;0.091559371;-1.038297202;0.00000256;0.001739178
Evisceration (Gloves);Truck;DS0200;S2;0.018375;0.011175;0.406894851;1.552083333;0.190915035;0.000124881;0.16556342
Evisceration (Knifes);Truck;DS0200;S2;0.009875;0.005675;0.371287814;1.351190476;0.130716575;3.22E-05;0.137854641
Lock (Hands_A);Truck;DS0200;S2;0.01;0.004375;0.249877473;0.777777778;-0.109144469;1.91E-05;0.062438752
Lock (Shoes_A);Truck;DS0200;S2;0.007875;0.002275;0.148062535;0.40625;-0.391206626;5.18E-06;0.021922514
Polishing tunnel (Nozzles);Truck;DS0200;S2;0.0215;0.006575;0.15852412;0.440536013;-0.356018583;4.32E-05;0.025129897
Polishing tunnel (Water);Truck;DS0200;S2;0.079125;0.035525;0.161060336;0.309856084;-0.508839972;0.001262026;0.025940432
Polishing tunnel (Whips);Truck;DS0200;S2;0.054;0.010775;0.079013662;0.166345041;-0.778990143;0.000116101;0.006243159
Splitting saw;Truck;DS0200;S2;0.023125;0.0131;0.36299736;1.306733167;0.116186914;0.00017161;0.131767083
Sticking;Truck;DS0200;S2;0.00425;0.00275;0.21670911;0.392857143;-0.405765346;7.56E-06;0.046962838
Truck (Gloves);Truck;DS0200;S2;0.124;0.0224;0.072119392;0.153005464;-0.815293058;0.00050176;0.005201207
Truck (Wall);Truck;DS0200;S2;0.005375;0.000575;0.049137231;0.119791667;-0.921573393;3.31E-07;0.002414467
Unknown;Truck;DS0200;S2;0.4935;0.128525;0.13102404;0.352147407;-0.453275505;0.016518676;0.017167299
Anal Swab;Singeing;DS0200;S3;0.0045;0.00235;0.320774054;1.093023256;0.038629402;5.52E-06;0.102895994
Classification (Gloves);Singeing;DS0200;S3;0.028;0.000825;0.012988479;0.030358786;-1.517715604;6.81E-07;0.000168701
Classification (Railing);Singeing;DS0200;S3;0.07575;0.0078;0.042563817;0.093357271;-1.029851852;0.00006084;0.001811679
Cooling chamber (Wall_A);Singeing;DS0200;S3;0.001125;0.000975;0.875061263;6.5;0.812913357;9.51E-07;0.765732215
Evisceration (Aprons);Singeing;DS0200;S3;0.017125;0.006275;0.198200842;0.578341014;-0.237816008;3.94E-05;0.039283574
Evisceration (Gloves);Singeing;DS0200;S3;0.01425;0.004375;0.15927776;0.443037975;-0.353559047;1.91E-05;0.025369405
Evisceration (Knifes);Singeing;DS0200;S3;0.00525;0.0002;0.016867925;0.03960396;-1.402261382;4.00E-08;0.000284527
Lock (Hands_A);Singeing;DS0200;S3;0.0075;0.004325;0.373317534;1.362204724;0.134242382;1.87E-05;0.139365981
Lock (Shoes_A);Singeing;DS0200;S3;0.006;0.0014;0.091080469;0.189189189;-0.723103684;0.00000196;0.008295652
Polishing tunnel (Nozzles);Singeing;DS0200;S3;0.013875;0.0067;0.286411086;0.933797909;-0.029747103;0.00004489;0.08203131
Polishing tunnel (Water);Singeing;DS0200;S3;0.248875;0.148925;0.203683506;0.374371543;-0.42669717;0.022178656;0.041486971
Polishing tunnel (Whips);Singeing;DS0200;S3;0.02225;0.002175;0.044674461;0.108343711;-0.965196293;4.73E-06;0.001995807
Splitting saw;Singeing;DS0200;S3;0.014375;0.0074;0.314063641;1.0609319;0.025687508;0.00005476;0.098635971
Sticking;Singeing;DS0200;S3;0.009;0.000725;0.036474507;0.087613293;-1.057429996;5.26E-07;0.00133039
Truck (Gloves);Singeing;DS0200;S3;0.0515;0.004725;0.038122235;0.08403735;-1.075527651;2.23E-05;0.001453305
Truck (Wall);Singeing;DS0200;S3;0.007125;0.003025;0.240001012;0.737804878;-0.132058478;9.15E-06;0.057600486
Unknown;Singeing;DS0200;S3;0.4735;0.1235;0.131251939;0.352857143;-0.452401087;0.01525225;0.017227071
Anal Swab;Polishing;DS0200;S3;0.004;0.001425;0.191282758;0.553398058;-0.256962369;2.03E-06;0.036589093
Classification (Gloves);Polishing;DS0200;S3;0.046375;0.021275;0.266610201;0.847609562;-0.071804153;0.000452626;0.071080999
Classification (Railing);Polishing;DS0200;S3;0.12375;0.09865;0.254589575;0.443570144;-0.353037693;0.009731823;0.064815852
Cooling chamber (Wall_A);Polishing;DS0200;S3;0.001875;0.0017;1.029963223;9.714285714;0.987410873;0.00000289;1.060824242
Evisceration (Aprons);Polishing;DS0200;S3;0.010875;0.005075;0.273001272;0.875;-0.057991947;2.58E-05;0.074529695
Evisceration (Gloves);Polishing;DS0200;S3;0.01275;0.003875;0.157341823;0.436619718;-0.359896655;1.50E-05;0.024756449
Evisceration (Knifes);Polishing;DS0200;S3;0.0025;0.0003;0.049218023;0.107142857;-0.970036777;9.00E-08;0.002422414
Lock (Hands_A);Polishing;DS0200;S3;0.002;0.000925;0.269621531;0.860465116;-0.065266732;8.56E-07;0.07269577
Lock (Shoes_A);Polishing;DS0200;S3;0.007625;0.00355;0.272112235;0.871165644;-0.05989926;1.26E-05;0.074045068
Polishing tunnel (Nozzles);Polishing;DS0200;S3;0.032;0.0027;0.038282358;0.092150171;-1.035503856;7.29E-06;0.001465539
Polishing tunnel (Water);Polishing;DS0200;S3;0.122;0.078175;0.215050007;0.390533283;-0.408341947;0.006111331;0.046246505
Polishing tunnel (Whips);Polishing;DS0200;S3;0.108625;0.052275;0.170626255;0.324891237;-0.488262003;0.002732676;0.029113319
Splitting saw;Polishing;DS0200;S3;0.029375;0.021625;0.578676173;2.790322581;0.445654414;0.000467641;0.334866113
Sticking;Polishing;DS0200;S3;0.005375;0.00095;0.070682061;0.150197628;-0.823336925;9.03E-07;0.004995954
Truck (Gloves);Polishing;DS0200;S3;0.0905;0.0243;0.103293309;0.211672474;-0.674335614;0.00059049;0.010669508
Truck (Wall);Polishing;DS0200;S3;0.003375;0.002625;0.653212514;3.5;0.544068044;6.89E-06;0.426686588
Unknown;Polishing;DS0200;S3;0.397;0.189875;0.282557985;0.916716958;-0.037764735;0.036052516;0.079839015
Anal Swab;Evisceration;DS0200;S3;0.000375;0.00135;0.662757832;0.782608696;-0.106455331;1.82E-06;0.439247943
Classification (Gloves);Evisceration;DS0200;S3;0.046375;0.0158;0.180917457;0.516762061;-0.286709379;0.00024964;0.032731126
Classification (Railing);Evisceration;DS0200;S3;0.130375;0.0996;0.246486306;0.433090553;-0.363421289;0.00992016;0.060755499
Cooling chamber (Wall_A);Evisceration;DS0200;S3;0.0015;0.00105;0.522878745;2.333333333;0.367976785;1.10E-06;0.273402182
Evisceration (Aprons);Evisceration;DS0200;S3;0.012625;0.00485;0.210530989;0.623794212;-0.204958659;2.35E-05;0.044323297
Evisceration (Gloves);Evisceration;DS0200;S3;0.00775;0.001125;0.058866659;0.126760563;-0.897015839;1.27E-06;0.003465284
Evisceration (Knifes);Evisceration;DS0200;S3;0.002875;0.0012;0.151489764;0.294478528;-0.530946367;0.00000144;0.022949149
Lock (Hands_A);Evisceration;DS0200;S3;0.003625;0.001675;0.2692734;0.858974359;-0.0660198;2.81E-06;0.072508164
Lock (Shoes_A);Evisceration;DS0200;S3;0.00775;0.00355;0.266052412;0.845238095;-0.073020937;1.26E-05;0.070783886
Polishing tunnel (Nozzles);Evisceration;DS0200;S3;0.027625;0.007175;0.130608974;0.350855746;-0.454871407;5.15E-05;0.017058704
Polishing tunnel (Water);Evisceration;DS0200;S3;0.07225;0.0368;0.178787818;0.337459881;-0.471777851;0.00135424;0.031965084
Polishing tunnel (Whips);Evisceration;DS0200;S3;0.133125;0.03095;0.090782792;0.188633247;-0.72438176;0.000957903;0.008241515
Splitting saw;Evisceration;DS0200;S3;0.027875;0.019625;0.528760928;2.378787879;0.376355717;0.000385141;0.279588118
Sticking;Evisceration;DS0200;S3;0.002625;0.00145;0.190998305;0.355828221;-0.448759611;2.10E-06;0.036480353
Truck (Gloves);Evisceration;DS0200;S3;0.105875;0.062375;0.20116165;0.370728083;-0.430944514;0.003890641;0.040466009
Truck (Wall);Evisceration;DS0200;S3;0.003125;0.001125;0.193820026;0.5625;-0.249877473;1.27E-06;0.037566202
Unknown;Evisceration;DS0200;S3;0.41425;0.18;0.247582918;0.768409819;-0.114407094;0.0324;0.061297301
Anal Swab;Classification;DS0200;S3;0.001;0.0001;0.045757491;0.111111111;-0.954242509;0.00000001;0.002093748
Classification (Gloves);Classification;DS0200;S3;0.054875;0.0154;0.143052395;0.390120329;-0.408801418;0.00023716;0.020463988
Classification (Railing);Classification;DS0200;S3;0.150125;0.081;0.187393904;0.350459708;-0.455361905;0.006561;0.035116475
Cooling chamber (Wall_A);Classification;DS0200;S3;0.0005;0.00005;0.045757491;0.111111111;-0.954242509;2.50E-09;0.002093748
Evisceration (Aprons);Classification;DS0200;S3;0.008375;0.0031;0.200762352;0.587677725;-0.23086077;0.00000961;0.040305522
Evisceration (Gloves);Classification;DS0200;S3;0.01575;0.003275;0.082044107;0.172141919;-0.764113361;1.07E-05;0.006731236
Evisceration (Knifes);Classification;DS0200;S3;0.004375;0.001275;0.149616364;0.411290323;-0.385851509;1.63E-06;0.022385056
Lock (Hands_A);Classification;DS0200;S3;0.001875;0.000075;0.017728767;0.041666667;-1.380211242;5.63E-09;0.000314309
Lock (Shoes_A);Classification;DS0200;S3;0.004375;0.001175;0.103314926;0.211711712;-0.674255117;1.38E-06;0.010673974
Polishing tunnel (Nozzles);Classification;DS0200;S3;0.028125;0.0032;0.046798549;0.102154828;-0.990741101;0.00001024;0.002190104
Polishing tunnel (Water);Classification;DS0200;S3;0.10925;0.017225;0.063583242;0.136192924;-0.865845458;0.000296701;0.004042829
Polishing tunnel (Whips);Classification;DS0200;S3;0.09025;0.03605;0.14595614;0.285431512;-0.544498081;0.001299603;0.021303195
Splitting saw;Classification;DS0200;S3;0.0225;0.015425;0.502456074;2.180212014;0.338498729;0.000237931;0.252462106
Sticking;Classification;DS0200;S3;0.006125;0.0004;0.029330602;0.069868996;-1.1557155;0.00000016;0.000860284
Truck (Gloves);Classification;DS0200;S3;0.124375;0.0616;0.174721474;0.331227315;-0.479873855;0.00379456;0.030527593
